Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","Wind Speed (S-WCF 21559981:21952747-1),m/s,21559981","Gust Speed (S-WCF 21559981:21952747-2),m/s,21559981"
449,25-07-14 13:20:00 -0500,666,25.215,1.7,3.7
450,25-07-14 13:25:00 -0500,659,28.604,1,3
451,25-07-14 13:30:00 -0500,649,28.432,0.3,2
452,25-07-14 13:35:00 -0500,641,26.888,1.3,3
453,25-07-14 13:40:00 -0500,631,27.596,1,2
454,25-07-14 13:45:00 -0500,526,25.494,2.3,9.4
455,25-07-14 13:50:00 -0500,517,23.757,2.7,4.3
456,25-07-14 13:55:00 -0500,503,24.872,2,4
457,25-07-14 14:00:00 -0500,491,24.55,2.3,4.7
458,25-07-14 14:05:00 -0500,479,25.687,1,2
459,25-07-14 14:10:00 -0500,466,28.068,0.7,1.7
460,25-07-14 14:15:00 -0500,453,28.175,0.7,2.3
461,25-07-14 14:20:00 -0500,441,29.655,0.7,2
462,25-07-14 14:25:00 -0500,428,27.381,1,3.3
463,25-07-14 14:30:00 -0500,414,26.48,1,2.7
464,25-07-14 14:35:00 -0500,401,28.625,0.7,2.7
465,25-07-14 14:40:00 -0500,386,30.255,0.7,2.7
466,25-07-14 14:45:00 -0500,373,30.427,1,2
467,25-07-14 14:50:00 -0500,358,26.48,1.3,3.7
468,25-07-14 14:55:00 -0500,343,28.604,1.7,4.7
469,25-07-14 15:00:00 -0500,328,30.491,1,3.3
470,25-07-14 15:05:00 -0500,313,31.092,0.7,2
471,25-07-14 15:10:00 -0500,301,31.907,0.3,1.3
472,25-07-14 15:15:00 -0500,286,23.928,2,3.7
473,25-07-14 15:20:00 -0500,269,26.738,1,2.3
474,25-07-14 15:25:00 -0500,256,28.883,0.3,2.7
475,25-07-14 15:30:00 -0500,241,24.572,1.3,3
476,25-07-14 15:35:00 -0500,226,24.593,1.7,4.3
477,25-07-14 15:40:00 -0500,211,23.135,2.3,4
478,25-07-14 15:45:00 -0500,196,23.456,1.7,3.3
479,25-07-14 15:50:00 -0500,183,27.681,0,1.3
480,25-07-14 15:55:00 -0500,168,25.151,1,2.7
481,25-07-14 16:00:00 -0500,156,23.456,1.3,3
482,25-07-14 16:05:00 -0500,143,22.384,2,3.3
483,25-07-14 16:10:00 -0500,123,21.912,2.3,3.7
484,25-07-14 16:15:00 -0500,102,21.848,2,3.7
485,25-07-14 16:20:00 -0500,84,23.263,1,2
486,25-07-14 16:25:00 -0500,68,22.598,1.3,3.3
487,25-07-14 16:30:00 -0500,53,21.869,1.3,4
488,25-07-14 16:35:00 -0500,41,20.239,2,3.7
489,25-07-14 16:40:00 -0500,29,19.338,2,3.3
490,25-07-14 16:45:00 -0500,27,19.231,1.7,2.7
491,25-07-14 16:50:00 -0500,24,18.738,1.7,2.3
492,25-07-14 16:55:00 -0500,23,18.201,1.3,2.3
493,25-07-14 17:00:00 -0500,22,17.279,1.3,2.7
494,25-07-14 17:05:00 -0500,21,16.357,1.3,2.7
495,25-07-14 17:10:00 -0500,17,13.869,1.7,2.7
496,25-07-14 17:15:00 -0500,13,11.896,1.3,3
497,25-07-14 17:20:00 -0500,11,11.209,1,2.3
498,25-07-14 17:25:00 -0500,7,11.016,1.3,2.3
499,25-07-14 17:30:00 -0500,4,10.437,1,1.7
500,25-07-14 17:35:00 -0500,2,9.708,0.7,1.3
501,25-07-14 17:40:00 -0500,1,9.472,1,1.3
502,25-07-14 17:45:00 -0500,1,8.657,0.7,1.3
503,25-07-14 17:50:00 -0500,1,8.636,0.7,1.3
504,25-07-14 17:55:00 -0500,1,8.722,0.7,1.3
505,25-07-14 18:00:00 -0500,1,8.786,0.3,1
506,25-07-14 18:05:00 -0500,1,7.628,0,0.7
507,25-07-14 18:10:00 -0500,1,7.585,0.7,1.3
508,25-07-14 18:15:00 -0500,1,7.735,0.3,1
509,25-07-14 18:20:00 -0500,1,6.92,0,0.7
510,25-07-14 18:25:00 -0500,1,6.598,0,0
511,25-07-14 18:30:00 -0500,1,7.435,0.3,1.3
512,25-07-14 18:35:00 -0500,1,7.177,0.7,1.3
513,25-07-14 18:40:00 -0500,1,6.062,0.3,1.7
514,25-07-14 18:45:00 -0500,1,6.126,0,0.3
515,25-07-14 18:50:00 -0500,1,6.77,0,0.7
516,25-07-14 18:55:00 -0500,1,6.255,0,0.7
517,25-07-14 19:00:00 -0500,1,4.925,0,0.7
518,25-07-14 19:05:00 -0500,1,4.947,0,0
519,25-07-14 19:10:00 -0500,1,4.368,0,0.3
520,25-07-14 19:15:00 -0500,1,4.368,0.7,1.3
521,25-07-14 19:20:00 -0500,1,3.188,1.7,2.7
522,25-07-14 19:25:00 -0500,1,2.652,2,2.7
523,25-07-14 19:30:00 -0500,1,2.094,1.7,2.3
524,25-07-14 19:35:00 -0500,1,2.094,1.7,2
525,25-07-14 19:40:00 -0500,1,2.373,1.7,2.3
526,25-07-14 19:45:00 -0500,1,2.094,1.7,2.3
527,25-07-14 19:50:00 -0500,1,1.644,1.3,1.7
528,25-07-14 19:55:00 -0500,1,2.158,1.7,2.3
529,25-07-14 20:00:00 -0500,1,1,0.3,2
530,25-07-14 20:05:00 -0500,1,0.593,1.3,2.3
531,25-07-14 20:10:00 -0500,1,0.486,1.7,2.3
532,25-07-14 20:15:00 -0500,1,0.486,1.7,2.3
533,25-07-14 20:20:00 -0500,1,0.614,1.3,2
534,25-07-14 20:25:00 -0500,1,0.743,1.7,2.7
535,25-07-14 20:30:00 -0500,1,0.936,1,1.7
536,25-07-14 20:35:00 -0500,1,0.764,0.7,1
537,25-07-14 20:40:00 -0500,1,-0.051,0.7,2
538,25-07-14 20:45:00 -0500,1,0.657,1.7,2.3
539,25-07-14 20:50:00 -0500,1,-0.244,1.3,2.3
540,25-07-14 20:55:00 -0500,1,-0.866,1.7,2.3
541,25-07-14 21:00:00 -0500,1,-1.016,1,1.7
542,25-07-14 21:05:00 -0500,1,-1.209,0.7,1.7
543,25-07-14 21:10:00 -0500,1,-1.573,1.7,2.7
544,25-07-14 21:15:00 -0500,1,-1.659,2.3,3
545,25-07-14 21:20:00 -0500,1,-1.466,1.7,2.3
546,25-07-14 21:25:00 -0500,1,-1.059,1.3,2
547,25-07-14 21:30:00 -0500,1,-1.809,0.7,1.3
548,25-07-14 21:35:00 -0500,1,-1.831,0.7,1.7
549,25-07-14 21:40:00 -0500,1,-2.217,0,0
550,25-07-14 21:45:00 -0500,1,-2.796,0,0.3
551,25-07-14 21:50:00 -0500,1,-2.946,0,1
552,25-07-14 21:55:00 -0500,1,-2.667,0,0
553,25-07-14 22:00:00 -0500,1,-2.346,0,0.3
554,25-07-14 22:05:00 -0500,1,-2.067,0.3,1.3
555,25-07-14 22:10:00 -0500,1,-1.852,0.7,1.7
556,25-07-14 22:15:00 -0500,1,-2.153,0.7,1.7
557,25-07-14 22:20:00 -0500,1,-1.831,1,1.7
558,25-07-14 22:25:00 -0500,1,-2.388,0.7,1.3
559,25-07-14 22:30:00 -0500,1,-2.153,1.3,2.3
560,25-07-14 22:35:00 -0500,1,-2.281,2,2.7
561,25-07-14 22:40:00 -0500,1,-2.431,2,3
562,25-07-14 22:45:00 -0500,1,-2.303,1.7,2.3
563,25-07-14 22:50:00 -0500,1,-2.539,1.3,2.3
564,25-07-14 22:55:00 -0500,1,-1.831,1.7,2.7
565,25-07-14 23:00:00 -0500,1,-2.303,2,3
566,25-07-14 23:05:00 -0500,1,-2.539,1.3,2.3
567,25-07-14 23:10:00 -0500,1,-2.796,0,0.3
568,25-07-14 23:15:00 -0500,1,-3.418,0,0.3
569,25-07-14 23:20:00 -0500,1,-3.246,1.3,2.3
570,25-07-14 23:25:00 -0500,1,-2.796,1.7,2.3
571,25-07-14 23:30:00 -0500,1,-2.732,1.3,2.3
572,25-07-14 23:35:00 -0500,1,-2.346,1,1.7
573,25-07-14 23:40:00 -0500,1,-1.488,0.3,1
574,25-07-14 23:45:00 -0500,1,-2.388,0,0
575,25-07-14 23:50:00 -0500,1,-2.817,0,0
576,25-07-14 23:55:00 -0500,1,-2.732,1,2
577,25-07-15 00:00:00 -0500,1,-3.482,0.3,1.3
578,25-07-15 00:05:00 -0500,1,-3.053,1.3,2
579,25-07-15 00:10:00 -0500,1,-2.153,1.3,2
580,25-07-15 00:15:00 -0500,1,-1.895,1.7,2.3
581,25-07-15 00:20:00 -0500,1,-2.217,1,2
582,25-07-15 00:25:00 -0500,1,-2.689,0.7,1
583,25-07-15 00:30:00 -0500,1,-3.354,0.7,1.3
584,25-07-15 00:35:00 -0500,1,-3.826,0.7,1.3
585,25-07-15 00:40:00 -0500,1,-4.769,0.3,1
586,25-07-15 00:45:00 -0500,1,-5.305,0,0
587,25-07-15 00:50:00 -0500,1,-5.134,0,0
588,25-07-15 00:55:00 -0500,1,-5.112,0,0
589,25-07-15 01:00:00 -0500,1,-5.756,1,1.7
590,25-07-15 01:05:00 -0500,1,-5.391,1,1.7
591,25-07-15 01:10:00 -0500,1,-4.919,1.3,2.3
592,25-07-15 01:15:00 -0500,1,-4.598,1.7,2.3
593,25-07-15 01:20:00 -0500,1,-4.447,1.3,2
594,25-07-15 01:25:00 -0500,1,-4.276,1.7,2
595,25-07-15 01:30:00 -0500,1,-4.919,1,1.7
596,25-07-15 01:35:00 -0500,1,-5.198,0.7,1.3
597,25-07-15 01:40:00 -0500,1,-5.734,0.7,1.7
598,25-07-15 01:45:00 -0500,1,-5.241,1,1.3
599,25-07-15 01:50:00 -0500,1,-5.649,0,1
600,25-07-15 01:55:00 -0500,1,-5.756,0.7,1.7
601,25-07-15 02:00:00 -0500,1,-5.799,0.3,1.3
602,25-07-15 02:05:00 -0500,1,-6.163,0,0.7
603,25-07-15 02:10:00 -0500,1,-5.992,1,1.7
604,25-07-15 02:15:00 -0500,1,-6.185,1,1.3
605,25-07-15 02:20:00 -0500,1,-6.249,0.7,1.3
606,25-07-15 02:25:00 -0500,1,-6.356,0.3,0.7
607,25-07-15 02:30:00 -0500,1,-6.228,0.7,2
608,25-07-15 02:35:00 -0500,1,-6.464,0.7,1.3
609,25-07-15 02:40:00 -0500,1,-6.035,0.3,0.7
610,25-07-15 02:45:00 -0500,1,-6.614,0,1
611,25-07-15 02:50:00 -0500,1,-6.742,1,1.7
612,25-07-15 02:55:00 -0500,1,-7.107,0.3,1
613,25-07-15 03:00:00 -0500,1,-7.279,0,0
614,25-07-15 03:05:00 -0500,1,-7.45,0,0.7
615,25-07-15 03:10:00 -0500,1,-7.236,0.3,0.7
616,25-07-15 03:15:00 -0500,1,-6.935,1,2
617,25-07-15 03:20:00 -0500,1,-7.064,1,1.7
618,25-07-15 03:25:00 -0500,1,-7.557,0.7,1.3
619,25-07-15 03:30:00 -0500,1,-7.128,0.7,1.3
620,25-07-15 03:35:00 -0500,1,-7.3,0.3,1.3
621,25-07-15 03:40:00 -0500,1,-6.828,1,2
622,25-07-15 03:45:00 -0500,1,-6.807,1.3,2
623,25-07-15 03:50:00 -0500,1,-7.322,0.7,1.7
624,25-07-15 03:55:00 -0500,1,-7.622,0.7,1
625,25-07-15 04:00:00 -0500,1,-7.322,1,1.3
626,25-07-15 04:05:00 -0500,1,-7.429,1.3,2
627,25-07-15 04:10:00 -0500,1,-7.493,1.7,2
628,25-07-15 04:15:00 -0500,1,-7.322,1.3,2.3
629,25-07-15 04:20:00 -0500,1,-7.021,1.3,2
630,25-07-15 04:25:00 -0500,1,-6.678,1,1.7
631,25-07-15 04:30:00 -0500,1,-6.914,1,1.3
632,25-07-15 04:35:00 -0500,1,-7.043,0.7,1
633,25-07-15 04:40:00 -0500,1,-7.086,0.7,1.7
634,25-07-15 04:45:00 -0500,1,-7.343,0.7,1.3
635,25-07-15 04:50:00 -0500,1,-7.386,1,1.3
636,25-07-15 04:55:00 -0500,1,-7.429,1,1.3
637,25-07-15 05:00:00 -0500,1,-7.729,0.7,1.3
638,25-07-15 05:05:00 -0500,1,-7.943,0.7,1.3
639,25-07-15 05:10:00 -0500,1,-7.943,0.3,1
640,25-07-15 05:15:00 -0500,1,-7.858,0.7,1
641,25-07-15 05:20:00 -0500,1,-7.901,1,1.3
642,25-07-15 05:25:00 -0500,1,-8.179,1,1.3
643,25-07-15 05:30:00 -0500,1,-8.201,1,1.3
644,25-07-15 05:35:00 -0500,1,-8.137,1,1.7
645,25-07-15 05:40:00 -0500,1,-8.33,1,1.3
646,25-07-15 05:45:00 -0500,1,-8.394,1,1
647,25-07-15 05:50:00 -0500,1,-8.415,1,1.3
648,25-07-15 05:55:00 -0500,1,-8.437,1,1.3
649,25-07-15 06:00:00 -0500,1,-8.308,1,1.7
650,25-07-15 06:05:00 -0500,2,-8.201,1,1.3
651,25-07-15 06:10:00 -0500,3,-8.823,0.3,1
652,25-07-15 06:15:00 -0500,6,-9.166,0,0.7
653,25-07-15 06:20:00 -0500,9,-9.423,0,1
654,25-07-15 06:25:00 -0500,12,-9.102,0.3,1
655,25-07-15 06:30:00 -0500,16,-8.394,0.7,1
656,25-07-15 06:35:00 -0500,53,-8.137,1,1.7
657,25-07-15 06:40:00 -0500,97,-6.013,0.7,1.3
658,25-07-15 06:45:00 -0500,114,-5.22,0.3,1
659,25-07-15 06:50:00 -0500,132,-2.388,0.3,1.3
660,25-07-15 06:55:00 -0500,148,2.459,1,1.7
661,25-07-15 07:00:00 -0500,166,4.925,0.7,1.7
662,25-07-15 07:05:00 -0500,182,5.912,1,1.7
663,25-07-15 07:10:00 -0500,199,6.598,1,1.7
664,25-07-15 07:15:00 -0500,216,7.478,1,1.7
665,25-07-15 07:20:00 -0500,231,7.778,0.3,1.7
666,25-07-15 07:25:00 -0500,248,8.185,0.7,1.3
667,25-07-15 07:30:00 -0500,264,9.837,0.3,1
668,25-07-15 07:35:00 -0500,281,10.587,0.3,0.7
669,25-07-15 07:40:00 -0500,297,12.389,0.3,1
670,25-07-15 07:45:00 -0500,313,13.697,0.3,1
671,25-07-15 07:50:00 -0500,328,15.37,0,0.3
672,25-07-15 07:55:00 -0500,346,17.322,0,0.7
673,25-07-15 08:00:00 -0500,359,16.121,0,1
674,25-07-15 08:05:00 -0500,374,15.22,0,0
675,25-07-15 08:10:00 -0500,389,15.049,0,0.7
676,25-07-15 08:15:00 -0500,404,16.722,0,0.7
677,25-07-15 08:20:00 -0500,421,17.73,0,0.3
678,25-07-15 08:25:00 -0500,434,17.451,0.3,1
679,25-07-15 08:30:00 -0500,448,19.445,0,0.7
680,25-07-15 08:35:00 -0500,461,21.204,0,0.7
681,25-07-15 08:40:00 -0500,476,20.003,0.3,1.3
682,25-07-15 08:45:00 -0500,487,23.263,0.3,1
683,25-07-15 08:50:00 -0500,498,21.44,0.3,1
684,25-07-15 08:55:00 -0500,512,24.057,0.3,1
685,25-07-15 09:00:00 -0500,522,22.684,0.7,1.3
686,25-07-15 09:05:00 -0500,534,24.743,0.3,0.7
687,25-07-15 09:10:00 -0500,544,22.169,0.3,1.3
688,25-07-15 09:15:00 -0500,557,22.277,0.3,1.7
689,25-07-15 09:20:00 -0500,566,21.698,0.7,1.7
690,25-07-15 09:25:00 -0500,577,24.314,0.3,1.7
691,25-07-15 09:30:00 -0500,587,22.341,0.7,1.7
692,25-07-15 09:35:00 -0500,588,23.907,0.3,1.7
693,25-07-15 09:40:00 -0500,603,22.191,0.7,2
694,25-07-15 09:45:00 -0500,613,25.837,0.3,1.7
695,25-07-15 09:50:00 -0500,621,25.858,0.3,1.7
696,25-07-15 09:55:00 -0500,627,23.563,0.7,3.7
697,25-07-15 10:00:00 -0500,636,21.74,1,2.7
698,25-07-15 10:05:00 -0500,642,23.499,0.7,2.3
699,25-07-15 10:10:00 -0500,651,25.108,0.7,2.3
700,25-07-15 10:15:00 -0500,657,23.563,1.3,3
701,25-07-15 10:20:00 -0500,662,21.59,1.3,3
702,25-07-15 10:25:00 -0500,666,24.271,0.7,2.3
703,25-07-15 10:30:00 -0500,671,26.073,0.3,1.7
704,25-07-15 10:35:00 -0500,663,25.923,0.7,3.3
705,25-07-15 10:40:00 -0500,663,27.832,0.3,2
706,25-07-15 10:45:00 -0500,686,24.786,1.3,2.7
707,25-07-15 10:50:00 -0500,688,23.885,1.3,4
708,25-07-15 10:55:00 -0500,689,27.124,0.3,1.3
709,25-07-15 11:00:00 -0500,693,24.121,1.3,3
710,25-07-15 11:05:00 -0500,694,24.014,0.7,2
711,25-07-15 11:10:00 -0500,694,25.236,1,3
712,25-07-15 11:15:00 -0500,694,26.545,0.7,2.3
713,25-07-15 11:20:00 -0500,696,25.901,1,3.3
714,25-07-15 11:25:00 -0500,691,25.472,1.3,3.3
715,25-07-15 11:30:00 -0500,692,23.027,2,4.3
716,25-07-15 11:35:00 -0500,692,25.151,1.3,2.7
717,25-07-15 11:40:00 -0500,692,26.995,1,2.7
718,25-07-15 11:45:00 -0500,689,24.829,1.3,3
719,25-07-15 11:50:00 -0500,692,25.901,1,3
720,25-07-15 11:55:00 -0500,692,23.821,2,5.3
721,25-07-15 12:00:00 -0500,686,23.907,2.3,4.3
722,25-07-15 12:05:00 -0500,686,23.757,2,4
723,25-07-15 12:10:00 -0500,694,26.18,1,3
724,25-07-15 12:15:00 -0500,691,24.443,2,4.3
725,25-07-15 12:20:00 -0500,694,23.113,2.7,5.7
726,25-07-15 12:25:00 -0500,701,24.4,2.3,5.7
727,25-07-15 12:30:00 -0500,687,23.027,3.3,5.7
728,25-07-15 12:35:00 -0500,754,23.156,3.7,7.3
729,25-07-15 12:40:00 -0500,732,23.328,2.3,5.3
730,25-07-15 12:45:00 -0500,748,22.234,3.7,7.3
731,25-07-15 12:50:00 -0500,728,22.148,5,7.7
732,25-07-15 12:55:00 -0500,717,21.955,4.3,7
733,25-07-15 13:00:00 -0500,708,22.126,4,6
734,25-07-15 13:05:00 -0500,701,23.199,3.7,6.7
735,25-07-15 13:10:00 -0500,691,22.491,3.7,5.7
736,25-07-15 13:15:00 -0500,683,22.92,3,5.7
737,25-07-15 13:20:00 -0500,679,23.135,3,6
738,25-07-15 13:25:00 -0500,662,23.928,3,5.3
739,25-07-15 13:30:00 -0500,662,24.143,2,3.7
740,25-07-15 13:35:00 -0500,653,23.07,3.3,5.3
741,25-07-15 13:40:00 -0500,639,22.319,4,6.3
742,25-07-15 13:45:00 -0500,624,24.336,2.3,5.3
743,25-07-15 13:50:00 -0500,614,24.314,1.7,3.7
744,25-07-15 13:55:00 -0500,612,24.4,2,5
745,25-07-15 14:00:00 -0500,601,22.427,4,6.7
746,25-07-15 14:05:00 -0500,577,23.907,2.3,4.3
747,25-07-15 14:10:00 -0500,571,22.984,3,5.7
748,25-07-15 14:15:00 -0500,559,23.006,3,4.7
749,25-07-15 14:20:00 -0500,542,21.826,4,5.7
750,25-07-15 14:25:00 -0500,532,22.191,3,5
751,25-07-15 14:30:00 -0500,514,21.826,4.3,6.3
752,25-07-15 14:35:00 -0500,502,23.563,2.7,4.3
753,25-07-15 14:40:00 -0500,487,23.22,2,3.7
754,25-07-15 14:45:00 -0500,479,23.649,2,3.7
755,25-07-15 14:50:00 -0500,463,22.062,3.7,6
756,25-07-15 14:55:00 -0500,447,22.277,3.3,5.3
757,25-07-15 15:00:00 -0500,432,22.813,2.7,4.3
758,25-07-15 15:05:00 -0500,418,22.62,3,5.3
759,25-07-15 15:10:00 -0500,407,21.547,3,5.3
760,25-07-15 15:15:00 -0500,392,21.891,3,5
761,25-07-15 15:20:00 -0500,371,22.255,2.3,4.7
762,25-07-15 15:25:00 -0500,361,20.689,4,7.7
763,25-07-15 15:30:00 -0500,339,21.462,4,6
764,25-07-15 15:35:00 -0500,322,21.29,3.3,5
765,25-07-15 15:40:00 -0500,309,21.247,3,5
766,25-07-15 15:45:00 -0500,293,21.354,2.7,4.7
767,25-07-15 15:50:00 -0500,276,20.26,4,6.3
768,25-07-15 15:55:00 -0500,254,21.44,2.7,5.7
769,25-07-15 16:00:00 -0500,243,20.368,3,5
770,25-07-15 16:05:00 -0500,227,20.239,3.3,5
771,25-07-15 16:10:00 -0500,207,20.26,3.3,5.7
772,25-07-15 16:15:00 -0500,188,20.711,2.3,3.7
773,25-07-15 16:20:00 -0500,174,19.917,2.7,4.3
774,25-07-15 16:25:00 -0500,163,19.317,2.7,4.3
775,25-07-15 16:30:00 -0500,144,19.059,2.7,4
776,25-07-15 16:35:00 -0500,127,18.909,2.3,4
777,25-07-15 16:40:00 -0500,108,18.48,2,3.3
778,25-07-15 16:45:00 -0500,88,18.159,2,4
779,25-07-15 16:50:00 -0500,69,17.451,2.3,4
780,25-07-15 16:55:00 -0500,51,16.55,2.3,4.3
781,25-07-15 17:00:00 -0500,34,16.057,2.3,3.7
782,25-07-15 17:05:00 -0500,21,15.327,1.7,3
783,25-07-15 17:10:00 -0500,13,12.797,1.7,3
784,25-07-15 17:15:00 -0500,12,10.609,1.7,4
785,25-07-15 17:20:00 -0500,9,10.051,1.7,3
786,25-07-15 17:25:00 -0500,7,9.472,1.3,2
787,25-07-15 17:30:00 -0500,4,9.108,1.3,2.3
788,25-07-15 17:35:00 -0500,2,8.528,1.3,2.3
789,25-07-15 17:40:00 -0500,1,8.057,1,1.7
790,25-07-15 17:45:00 -0500,1,8.035,1,1.7
791,25-07-15 17:50:00 -0500,1,7.735,1,1.7
792,25-07-15 17:55:00 -0500,1,6.705,0.3,1
793,25-07-15 18:00:00 -0500,1,5.612,0,0.3
794,25-07-15 18:05:00 -0500,1,5.183,0,0
795,25-07-15 18:10:00 -0500,1,4.089,0,0
796,25-07-15 18:15:00 -0500,1,3.703,0,0
797,25-07-15 18:20:00 -0500,1,4.947,0,0
798,25-07-15 18:25:00 -0500,1,5.204,0,0
799,25-07-15 18:30:00 -0500,1,4.089,0,0.3
800,25-07-15 18:35:00 -0500,1,2.566,0,0
801,25-07-15 18:40:00 -0500,1,3.209,0,0
802,25-07-15 18:45:00 -0500,1,2.094,0,0.3
803,25-07-15 18:50:00 -0500,1,1.043,0.3,1.7
804,25-07-15 18:55:00 -0500,1,0.979,1.7,2.3
805,25-07-15 19:00:00 -0500,1,1.408,2,2.7
806,25-07-15 19:05:00 -0500,1,0.893,2,3
807,25-07-15 19:10:00 -0500,1,0.55,1.7,2.7
808,25-07-15 19:15:00 -0500,1,0.142,1.7,2.7
809,25-07-15 19:20:00 -0500,1,-0.179,2,2.7
810,25-07-15 19:25:00 -0500,1,-0.48,1.7,2.3
811,25-07-15 19:30:00 -0500,1,-0.48,1.3,2
812,25-07-15 19:35:00 -0500,1,-0.737,0.7,2
813,25-07-15 19:40:00 -0500,1,-0.909,1.3,2
814,25-07-15 19:45:00 -0500,1,-0.544,1,2
815,25-07-15 19:50:00 -0500,1,0.764,0,0
816,25-07-15 19:55:00 -0500,1,0.614,0,0
817,25-07-15 20:00:00 -0500,1,0.486,0,0.7
818,25-07-15 20:05:00 -0500,1,-2.195,0,0.7
819,25-07-15 20:10:00 -0500,1,-2.303,0,0
820,25-07-15 20:15:00 -0500,1,-0.201,0,0.3
821,25-07-15 20:20:00 -0500,1,1.108,0,0.3
822,25-07-15 20:25:00 -0500,1,2.03,0.3,1
823,25-07-15 20:30:00 -0500,1,1.386,0.3,1
824,25-07-15 20:35:00 -0500,1,1.172,0.3,1
825,25-07-15 20:40:00 -0500,1,1.687,0.7,1.7
826,25-07-15 20:45:00 -0500,1,1.687,0.7,1.3
827,25-07-15 20:50:00 -0500,1,1.086,0.3,1
828,25-07-15 20:55:00 -0500,1,1.236,0,1.3
829,25-07-15 21:00:00 -0500,1,1.129,0.3,1.3
830,25-07-15 21:05:00 -0500,1,0.979,0,1
831,25-07-15 21:10:00 -0500,1,-0.094,0.3,1.7
832,25-07-15 21:15:00 -0500,1,1.172,0,1
833,25-07-15 21:20:00 -0500,1,0.593,0,1.3
834,25-07-15 21:25:00 -0500,1,0.271,1.7,3
835,25-07-15 21:30:00 -0500,1,0.335,2,3
836,25-07-15 21:35:00 -0500,1,-0.716,2,4
837,25-07-15 21:40:00 -0500,1,-0.866,2.3,3.3
838,25-07-15 21:45:00 -0500,1,-2.067,2.3,3.7
839,25-07-15 21:50:00 -0500,1,-1.187,2,3
840,25-07-15 21:55:00 -0500,1,-0.909,1.7,3
841,25-07-15 22:00:00 -0500,1,-1.745,2.3,3
842,25-07-15 22:05:00 -0500,1,-2.217,2.3,3
843,25-07-15 22:10:00 -0500,1,-2.26,2.7,3.3
844,25-07-15 22:15:00 -0500,1,-2.474,2.3,3.3
845,25-07-15 22:20:00 -0500,1,-2.496,2.3,3
846,25-07-15 22:25:00 -0500,1,-3.118,2,3
847,25-07-15 22:30:00 -0500,1,-2.903,1.7,3
848,25-07-15 22:35:00 -0500,1,-3.439,2,3.3
849,25-07-15 22:40:00 -0500,1,-3.461,2,2.7
850,25-07-15 22:45:00 -0500,1,-2.882,2.3,3.3
851,25-07-15 22:50:00 -0500,1,-2.388,2.7,3.7
852,25-07-15 22:55:00 -0500,1,-2.303,1.7,3
853,25-07-15 23:00:00 -0500,1,-2.968,1,2
854,25-07-15 23:05:00 -0500,1,-3.397,1.7,2
855,25-07-15 23:10:00 -0500,1,-2.882,1.7,2.7
856,25-07-15 23:15:00 -0500,1,-2.968,1.7,2.7
857,25-07-15 23:20:00 -0500,1,-2.86,2,2.7
858,25-07-15 23:25:00 -0500,1,-2.882,1.7,2.3
859,25-07-15 23:30:00 -0500,1,-2.839,1.7,2.7
860,25-07-15 23:35:00 -0500,1,-3.439,1.7,2.7
861,25-07-15 23:40:00 -0500,1,-3.911,1.3,2.3
862,25-07-15 23:45:00 -0500,1,-4.705,1,1.7
863,25-07-15 23:50:00 -0500,1,-4.426,1,1.7
864,25-07-15 23:55:00 -0500,1,-4.576,1.3,1.7
865,25-07-16 00:00:00 -0500,1,-4.812,0.7,1
866,25-07-16 00:05:00 -0500,1,-4.812,1.3,1.7
867,25-07-16 00:10:00 -0500,1,-4.598,1.3,1.7
868,25-07-16 00:15:00 -0500,1,-4.297,1,1.7
869,25-07-16 00:20:00 -0500,1,-4.147,1,1.3
870,25-07-16 00:25:00 -0500,1,-4.791,1,1.7
871,25-07-16 00:30:00 -0500,1,-5.22,1,1.7
872,25-07-16 00:35:00 -0500,1,-5.52,1,1.7
873,25-07-16 00:40:00 -0500,1,-5.434,1,1.7
874,25-07-16 00:45:00 -0500,1,-5.777,1.3,1.7
875,25-07-16 00:50:00 -0500,1,-5.842,0.7,1.7
876,25-07-16 00:55:00 -0500,1,-6.271,1,1.7
877,25-07-16 01:00:00 -0500,1,-6.056,1.3,2
878,25-07-16 01:05:00 -0500,1,-6.335,1,2
879,25-07-16 01:10:00 -0500,1,-6.335,0.7,1.7
880,25-07-16 01:15:00 -0500,1,-6.185,1,1.7
881,25-07-16 01:20:00 -0500,1,-6.078,1.7,2
882,25-07-16 01:25:00 -0500,1,-6.464,1.3,2
883,25-07-16 01:30:00 -0500,1,-6.464,1.7,2.3
884,25-07-16 01:35:00 -0500,1,-6.313,1.3,2
885,25-07-16 01:40:00 -0500,1,-6.356,1.3,1.7
886,25-07-16 01:45:00 -0500,1,-6.464,1,1.7
887,25-07-16 01:50:00 -0500,1,-6.271,1,1.7
888,25-07-16 01:55:00 -0500,1,-6.292,1.7,2.3
889,25-07-16 02:00:00 -0500,1,-7.064,1.3,2
890,25-07-16 02:05:00 -0500,1,-7.236,1.3,1.7
891,25-07-16 02:10:00 -0500,1,-7.579,0.3,1
892,25-07-16 02:15:00 -0500,1,-8.222,0,0.7
893,25-07-16 02:20:00 -0500,1,-8.565,0.3,1.7
894,25-07-16 02:25:00 -0500,1,-7.815,1.3,2
895,25-07-16 02:30:00 -0500,1,-7.171,1,2
896,25-07-16 02:35:00 -0500,1,-8.158,0.3,1
