Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","RH (S-THC 21559981:22071558-2),%,21559981"
495,25-06-21 22:30:00 -0500,1,0.679,49.287
496,25-06-21 22:35:00 -0500,1,-1.037,54.327
497,25-06-21 22:40:00 -0500,1,0.721,49.812
498,25-06-21 22:45:00 -0500,1,-0.994,54.684
499,25-06-21 22:50:00 -0500,1,-1.917,58.01
500,25-06-21 22:55:00 -0500,1,-1.788,57.591
501,25-06-21 23:00:00 -0500,1,-3.204,63.197
502,25-06-21 23:05:00 -0500,1,-2.346,60.626
503,25-06-21 23:10:00 -0500,1,-1.96,59.109
504,25-06-21 23:15:00 -0500,1,-2.41,60.241
505,25-06-21 23:20:00 -0500,1,-2.539,60.969
506,25-06-21 23:25:00 -0500,1,-3.504,63.963
507,25-06-21 23:30:00 -0500,1,-3.332,63.471
508,25-06-21 23:35:00 -0500,1,-2.946,63.311
509,25-06-21 23:40:00 -0500,1,-2.646,60.835
510,25-06-21 23:45:00 -0500,1,-2.946,61.778
511,25-06-21 23:50:00 -0500,1,-3.826,65.866
512,25-06-21 23:55:00 -0500,1,-4.362,67.076
513,25-06-22 00:00:00 -0500,1,-4.812,70.001
514,25-06-22 00:05:00 -0500,1,-4.619,69.258
515,25-06-22 00:10:00 -0500,1,-3.847,65.808
516,25-06-22 00:15:00 -0500,1,-4.297,67.12
517,25-06-22 00:20:00 -0500,1,-4.447,68.214
518,25-06-22 00:25:00 -0500,1,-4.748,69.093
519,25-06-22 00:30:00 -0500,1,-4.233,67.547
520,25-06-22 00:35:00 -0500,1,-3.632,65.615
521,25-06-22 00:40:00 -0500,1,-3.246,63.389
522,25-06-22 00:45:00 -0500,1,-4.254,65.863
523,25-06-22 00:50:00 -0500,1,-4.061,66.426
524,25-06-22 00:55:00 -0500,1,-4.19,66.371
525,25-06-22 01:00:00 -0500,1,-4.49,68.298
526,25-06-22 01:05:00 -0500,1,-4.147,66.854
527,25-06-22 01:10:00 -0500,1,-4.126,67.074
528,25-06-22 01:15:00 -0500,1,-4.147,66.754
529,25-06-22 01:20:00 -0500,1,-4.276,67.399
530,25-06-22 01:25:00 -0500,1,-4.212,67.024
531,25-06-22 01:30:00 -0500,1,-3.332,64.469
532,25-06-22 01:35:00 -0500,1,-3.654,64.634
533,25-06-22 01:40:00 -0500,1,-4.297,66.957
534,25-06-22 01:45:00 -0500,1,-4.812,67.774
535,25-06-22 01:50:00 -0500,1,-4.919,68.586
536,25-06-22 01:55:00 -0500,1,-4.469,68.237
537,25-06-22 02:00:00 -0500,1,-4.19,66.371
538,25-06-22 02:05:00 -0500,1,-4.104,66.204
539,25-06-22 02:10:00 -0500,1,-5.027,69.409
540,25-06-22 02:15:00 -0500,1,-5.091,69.876
541,25-06-22 02:20:00 -0500,1,-4.855,69.241
542,25-06-22 02:25:00 -0500,1,-5.027,67.912
543,25-06-22 02:30:00 -0500,1,-6.313,74.386
544,25-06-22 02:35:00 -0500,1,-6.142,74.926
545,25-06-22 02:40:00 -0500,1,-6.292,74.856
546,25-06-22 02:45:00 -0500,1,-6.657,77.636
547,25-06-22 02:50:00 -0500,1,-7.236,79.573
548,25-06-22 02:55:00 -0500,1,-6.7,78.634
549,25-06-22 03:00:00 -0500,1,-6.549,77.066
550,25-06-22 03:05:00 -0500,1,-6.185,76.19
551,25-06-22 03:10:00 -0500,1,-7.107,77.533
552,25-06-22 03:15:00 -0500,1,-7.793,80.671
553,25-06-22 03:20:00 -0500,1,-8.437,83.72
554,25-06-22 03:25:00 -0500,1,-8.565,86.938
555,25-06-22 03:30:00 -0500,1,-7.107,79.313
556,25-06-22 03:35:00 -0500,1,-6.893,78.013
557,25-06-22 03:40:00 -0500,1,-8.137,81.946
558,25-06-22 03:45:00 -0500,1,-7.643,82.411
559,25-06-22 03:50:00 -0500,1,-7.643,80.549
560,25-06-22 03:55:00 -0500,1,-7.729,82.022
561,25-06-22 04:00:00 -0500,1,-7.45,80.598
562,25-06-22 04:05:00 -0500,1,-8.351,84.646
563,25-06-22 04:10:00 -0500,1,-8.094,82.997
564,25-06-22 04:15:00 -0500,1,-7.836,83.505
565,25-06-22 04:20:00 -0500,1,-7.364,81.259
566,25-06-22 04:25:00 -0500,1,-8.759,83.557
567,25-06-22 04:30:00 -0500,1,-9.552,87.904
568,25-06-22 04:35:00 -0500,1,-9.466,89.631
569,25-06-22 04:40:00 -0500,1,-9.767,89.54
570,25-06-22 04:45:00 -0500,1,-9.767,92.47
571,25-06-22 04:50:00 -0500,1,-9.016,88.876
572,25-06-22 04:55:00 -0500,1,-9.273,89.818
573,25-06-22 05:00:00 -0500,1,-8.973,88.257
574,25-06-22 05:05:00 -0500,1,-8.93,87.991
575,25-06-22 05:10:00 -0500,1,-9.96,89.178
576,25-06-22 05:15:00 -0500,1,-9.852,88.93
577,25-06-22 05:20:00 -0500,1,-10.346,92.468
578,25-06-22 05:25:00 -0500,1,-9.981,93.999
579,25-06-22 05:30:00 -0500,1,-9.788,93.718
580,25-06-22 05:35:00 -0500,1,-8.523,87.732
581,25-06-22 05:40:00 -0500,1,-9.123,87.543
582,25-06-22 05:45:00 -0500,1,-9.981,90.014
583,25-06-22 05:50:00 -0500,1,-9.745,92.28
584,25-06-22 05:55:00 -0500,1,-9.166,89.941
585,25-06-22 06:00:00 -0500,2,-9.681,91.443
586,25-06-22 06:05:00 -0500,3,-8.587,87.778
587,25-06-22 06:10:00 -0500,6,-9.466,86.293
588,25-06-22 06:15:00 -0500,23,-9.767,91.333
589,25-06-22 06:20:00 -0500,11,-9.123,88.684
590,25-06-22 06:25:00 -0500,13,-8.909,86.455
591,25-06-22 06:30:00 -0500,16,-9.724,88.275
592,25-06-22 06:35:00 -0500,18,-9.745,89.754
593,25-06-22 06:40:00 -0500,82,-8.072,87.364
594,25-06-22 06:45:00 -0500,114,1.515,51.493
595,25-06-22 06:50:00 -0500,126,6.727,36.49
596,25-06-22 06:55:00 -0500,146,8.335,35.383
597,25-06-22 07:00:00 -0500,159,10.738,31.496
598,25-06-22 07:05:00 -0500,179,14.277,26.534
599,25-06-22 07:10:00 -0500,196,12.604,28.891
600,25-06-22 07:15:00 -0500,209,10.952,31.431
601,25-06-22 07:20:00 -0500,216,14.684,29.7
602,25-06-22 07:25:00 -0500,242,12.861,30.529
603,25-06-22 07:30:00 -0500,262,11.124,34.289
604,25-06-22 07:35:00 -0500,278,11.016,33.927
605,25-06-22 07:40:00 -0500,294,12.325,31.952
606,25-06-22 07:45:00 -0500,309,11.445,32.021
607,25-06-22 07:50:00 -0500,314,10.888,33.716
608,25-06-22 07:55:00 -0500,342,10.759,34.47
609,25-06-22 08:00:00 -0500,357,11.145,34.98
610,25-06-22 08:05:00 -0500,373,11.896,35.126
611,25-06-22 08:10:00 -0500,387,14.169,30.011
612,25-06-22 08:15:00 -0500,404,15.456,26.909
613,25-06-22 08:20:00 -0500,417,18.094,24.195
614,25-06-22 08:25:00 -0500,428,19.617,21.483
615,25-06-22 08:30:00 -0500,446,18.008,25.312
616,25-06-22 08:35:00 -0500,462,19.703,20.99
617,25-06-22 08:40:00 -0500,476,19.917,22.898
618,25-06-22 08:45:00 -0500,489,23.478,18.892
619,25-06-22 08:50:00 -0500,503,18.287,22.339
620,25-06-22 08:55:00 -0500,513,20.518,21.004
621,25-06-22 09:00:00 -0500,528,20.861,20.102
622,25-06-22 09:05:00 -0500,538,18.759,23.705
623,25-06-22 09:10:00 -0500,551,17.837,23.384
624,25-06-22 09:15:00 -0500,561,19.617,24.44
625,25-06-22 09:20:00 -0500,573,22.384,18.92
626,25-06-22 09:25:00 -0500,582,21.612,19.661
627,25-06-22 09:30:00 -0500,596,27.253,15.962
628,25-06-22 09:35:00 -0500,606,22.362,20.687
629,25-06-22 09:40:00 -0500,613,19.21,24.652
630,25-06-22 09:45:00 -0500,622,20.003,23.616
631,25-06-22 09:50:00 -0500,629,18.502,24.239
632,25-06-22 09:55:00 -0500,634,20.99,23.316
633,25-06-22 10:00:00 -0500,642,19.488,24.579
634,25-06-22 10:05:00 -0500,652,20.196,24.167
635,25-06-22 10:10:00 -0500,658,19.51,24.848
636,25-06-22 10:15:00 -0500,666,19.167,24.633
637,25-06-22 10:20:00 -0500,673,19.252,25.406
638,25-06-22 10:25:00 -0500,679,19.553,27.111
639,25-06-22 10:30:00 -0500,684,19.81,25.747
640,25-06-22 10:35:00 -0500,689,20.818,25.653
641,25-06-22 10:40:00 -0500,696,19.445,25.504
642,25-06-22 10:45:00 -0500,698,20.411,25.792
643,25-06-22 10:50:00 -0500,703,20.282,24.157
644,25-06-22 10:55:00 -0500,707,20.368,24.149
645,25-06-22 11:00:00 -0500,709,20.454,26.18
646,25-06-22 11:05:00 -0500,712,20.882,25.28
647,25-06-22 11:10:00 -0500,714,21.247,23.543
648,25-06-22 11:15:00 -0500,716,21.376,22.875
649,25-06-22 11:20:00 -0500,714,20.754,22.463
650,25-06-22 11:25:00 -0500,718,20.604,20.995
651,25-06-22 11:30:00 -0500,717,21.998,21.387
652,25-06-22 11:35:00 -0500,719,21.976,24.239
653,25-06-22 11:40:00 -0500,719,21.29,23.114
654,25-06-22 11:45:00 -0500,717,21.14,21.009
655,25-06-22 11:50:00 -0500,716,21.805,20.302
656,25-06-22 11:55:00 -0500,713,21.655,22.289
657,25-06-22 12:00:00 -0500,711,20.882,22.248
658,25-06-22 12:05:00 -0500,708,21.762,20.453
659,25-06-22 12:10:00 -0500,706,21.269,22.756
660,25-06-22 12:15:00 -0500,703,21.269,20.943
661,25-06-22 12:20:00 -0500,699,21.783,20.83
662,25-06-22 12:25:00 -0500,692,22.834,21.045
663,25-06-22 12:30:00 -0500,686,22.105,21.379
664,25-06-22 12:35:00 -0500,683,23.671,20.07
665,25-06-22 12:40:00 -0500,677,21.912,22.02
666,25-06-22 12:45:00 -0500,666,22.148,23.156
667,25-06-22 12:50:00 -0500,666,23.049,21.952
668,25-06-22 12:55:00 -0500,656,23.349,19.713
669,25-06-22 13:00:00 -0500,648,23.263,20.737
670,25-06-22 13:05:00 -0500,639,22.513,19.895
671,25-06-22 13:10:00 -0500,631,22.856,21.799
672,25-06-22 13:15:00 -0500,626,23.671,22.364
673,25-06-22 13:20:00 -0500,613,23.263,22.385
674,25-06-22 13:25:00 -0500,603,23.435,21.474
675,25-06-22 13:30:00 -0500,597,22.727,21.709
676,25-06-22 13:35:00 -0500,587,23.263,23.59
677,25-06-22 13:40:00 -0500,578,23.885,20.468
678,25-06-22 13:45:00 -0500,566,22.984,21.497
679,25-06-22 13:50:00 -0500,553,22.341,20.76
680,25-06-22 13:55:00 -0500,539,23.306,19.977
681,25-06-22 14:00:00 -0500,529,22.877,19.959
682,25-06-22 14:05:00 -0500,517,22.255,20.139
683,25-06-22 14:10:00 -0500,504,22.899,19.661
684,25-06-22 14:15:00 -0500,494,22.513,19.232
685,25-06-22 14:20:00 -0500,481,24.164,19.965
686,25-06-22 14:25:00 -0500,467,22.663,19.118
687,25-06-22 14:30:00 -0500,453,23.392,19.837
688,25-06-22 14:35:00 -0500,438,22.105,20.847
689,25-06-22 14:40:00 -0500,423,21.612,19.808
690,25-06-22 14:45:00 -0500,409,22.491,20.281
691,25-06-22 14:50:00 -0500,396,22.405,21.411
692,25-06-22 14:55:00 -0500,381,21.311,19.913
693,25-06-22 15:00:00 -0500,367,22.062,20.423
694,25-06-22 15:05:00 -0500,352,21.44,21.315
695,25-06-22 15:10:00 -0500,337,21.547,19.162
696,25-06-22 15:15:00 -0500,322,21.891,19.963
697,25-06-22 15:20:00 -0500,307,21.59,20.568
698,25-06-22 15:25:00 -0500,291,22.298,19.594
699,25-06-22 15:30:00 -0500,276,21.955,20.212
700,25-06-22 15:35:00 -0500,261,22.427,19.178
701,25-06-22 15:40:00 -0500,244,22.019,18.903
702,25-06-22 15:45:00 -0500,228,21.483,19.689
703,25-06-22 15:50:00 -0500,213,21.183,19.297
704,25-06-22 15:55:00 -0500,198,21.762,18.857
705,25-06-22 16:00:00 -0500,183,21.354,19.094
706,25-06-22 16:05:00 -0500,168,20.818,19.864
707,25-06-22 16:10:00 -0500,153,21.14,20.188
708,25-06-22 16:15:00 -0500,139,20.625,20.371
709,25-06-22 16:20:00 -0500,124,21.397,19.483
710,25-06-22 16:25:00 -0500,107,21.547,18.596
711,25-06-22 16:30:00 -0500,87,20.689,19.67
712,25-06-22 16:35:00 -0500,67,19.896,20.002
713,25-06-22 16:40:00 -0500,51,18.952,21.323
714,25-06-22 16:45:00 -0500,37,18.909,21.837
715,25-06-22 16:50:00 -0500,23,18.673,21.764
716,25-06-22 16:55:00 -0500,16,17.58,22.788
717,25-06-22 17:00:00 -0500,14,16.121,25.202
718,25-06-22 17:05:00 -0500,12,14.341,27.591
719,25-06-22 17:10:00 -0500,11,11.188,32.81
720,25-06-22 17:15:00 -0500,8,10.416,34.685
721,25-06-22 17:20:00 -0500,6,10.502,33.719
722,25-06-22 17:25:00 -0500,4,9.644,35.602
723,25-06-22 17:30:00 -0500,2,8.915,37.049
724,25-06-22 17:35:00 -0500,1,8.271,37.964
725,25-06-22 17:40:00 -0500,1,8.636,36.637
726,25-06-22 17:45:00 -0500,1,8.636,36.654
727,25-06-22 17:50:00 -0500,1,7.799,38.74
728,25-06-22 17:55:00 -0500,1,8.057,37.18
729,25-06-22 18:00:00 -0500,1,7.713,38.016
730,25-06-22 18:05:00 -0500,1,7.22,38.726
731,25-06-22 18:10:00 -0500,1,7.413,38.3
732,25-06-22 18:15:00 -0500,1,5.89,42.704
733,25-06-22 18:20:00 -0500,1,5.161,44.254
734,25-06-22 18:25:00 -0500,1,5.44,44.118
735,25-06-22 18:30:00 -0500,1,5.354,44.283
736,25-06-22 18:35:00 -0500,1,5.869,42.725
737,25-06-22 18:40:00 -0500,1,5.526,43.816
738,25-06-22 18:45:00 -0500,1,5.826,42.538
739,25-06-22 18:50:00 -0500,1,4.797,44.828
740,25-06-22 18:55:00 -0500,1,4.625,45.386
741,25-06-22 19:00:00 -0500,1,4.646,45.56
742,25-06-22 19:05:00 -0500,1,5.333,43.719
743,25-06-22 19:10:00 -0500,1,4.067,48.219
744,25-06-22 19:15:00 -0500,1,4.003,49.625
745,25-06-22 19:20:00 -0500,1,4.196,46.769
746,25-06-22 19:25:00 -0500,1,3.36,50.344
747,25-06-22 19:30:00 -0500,1,4.11,47.861
748,25-06-22 19:35:00 -0500,1,4.475,46.183
749,25-06-22 19:40:00 -0500,1,2.802,51.556
750,25-06-22 19:45:00 -0500,1,2.244,53.625
751,25-06-22 19:50:00 -0500,1,1.794,54.572
752,25-06-22 19:55:00 -0500,1,2.073,53.15
753,25-06-22 20:00:00 -0500,1,1.386,54.693
754,25-06-22 20:05:00 -0500,1,1.494,54.633
755,25-06-22 20:10:00 -0500,1,1.708,53.338
756,25-06-22 20:15:00 -0500,1,1.73,53.031
757,25-06-22 20:20:00 -0500,1,2.309,52.169
758,25-06-22 20:25:00 -0500,1,2.244,52.171
759,25-06-22 20:30:00 -0500,1,1.601,54.33
760,25-06-22 20:35:00 -0500,1,0.743,57.305
761,25-06-22 20:40:00 -0500,1,0.957,56.689
762,25-06-22 20:45:00 -0500,1,0.421,58.738
763,25-06-22 20:50:00 -0500,1,-0.287,60.597
764,25-06-22 20:55:00 -0500,1,-0.351,61.45
765,25-06-22 21:00:00 -0500,1,-0.823,62.855
766,25-06-22 21:05:00 -0500,1,-0.866,63.066
767,25-06-22 21:10:00 -0500,1,-0.651,61.814
768,25-06-22 21:15:00 -0500,1,-1.123,63.294
769,25-06-22 21:20:00 -0500,1,-0.351,61.285
770,25-06-22 21:25:00 -0500,1,-0.029,58.555
771,25-06-22 21:30:00 -0500,1,-0.115,55.026
772,25-06-22 21:35:00 -0500,1,0.85,49.464
773,25-06-22 21:40:00 -0500,1,-0.244,56.458
774,25-06-22 21:45:00 -0500,1,-1.423,59.77
775,25-06-22 21:50:00 -0500,1,-0.008,51.661
776,25-06-22 21:55:00 -0500,1,-0.78,53.455
777,25-06-22 22:00:00 -0500,1,-0.78,52.384
778,25-06-22 22:05:00 -0500,1,-2.024,61.311
779,25-06-22 22:10:00 -0500,1,-1.488,56.121
780,25-06-22 22:15:00 -0500,1,-1.059,54.101
781,25-06-22 22:20:00 -0500,1,-2.367,59.026
782,25-06-22 22:25:00 -0500,1,-2.26,58.674
783,25-06-22 22:30:00 -0500,1,-3.289,60.066
784,25-06-22 22:35:00 -0500,1,-2.667,58.511
785,25-06-22 22:40:00 -0500,1,-1.874,55.773
786,25-06-22 22:45:00 -0500,1,-2.303,55.492
787,25-06-22 22:50:00 -0500,1,-3.397,59.591
788,25-06-22 22:55:00 -0500,1,-3.182,57.2
789,25-06-22 23:00:00 -0500,1,-3.118,56.211
790,25-06-22 23:05:00 -0500,1,-2.002,52.583
791,25-06-22 23:10:00 -0500,1,-2.796,54.35
792,25-06-22 23:15:00 -0500,1,-3.118,54.395
793,25-06-22 23:20:00 -0500,1,-3.718,56.977
794,25-06-22 23:25:00 -0500,1,-4.126,58.616
795,25-06-22 23:30:00 -0500,1,-4.212,58.66
796,25-06-22 23:35:00 -0500,1,-3.868,58.163
797,25-06-22 23:40:00 -0500,1,-3.418,56.316
798,25-06-22 23:45:00 -0500,1,-3.976,58.761
799,25-06-22 23:50:00 -0500,1,-4.383,60.832
800,25-06-22 23:55:00 -0500,1,-4.019,58.5
801,25-06-23 00:00:00 -0500,1,-3.89,57.809
802,25-06-23 00:05:00 -0500,1,-2.925,54.572
803,25-06-23 00:10:00 -0500,1,-3.075,54.943
804,25-06-23 00:15:00 -0500,1,-2.474,53.04
805,25-06-23 00:20:00 -0500,1,-2.903,53.713
806,25-06-23 00:25:00 -0500,1,-2.882,53.593
807,25-06-23 00:30:00 -0500,1,-2.582,52.064
808,25-06-23 00:35:00 -0500,1,-2.86,52.581
809,25-06-23 00:40:00 -0500,1,-3.439,54.44
810,25-06-23 00:45:00 -0500,1,-3.032,53.167
811,25-06-23 00:50:00 -0500,1,-3.504,55.059
812,25-06-23 00:55:00 -0500,1,-4.362,57.847
813,25-06-23 01:00:00 -0500,1,-3.332,56.107
814,25-06-23 01:05:00 -0500,1,-3.439,53.956
815,25-06-23 01:10:00 -0500,1,-4.233,56.884
816,25-06-23 01:15:00 -0500,1,-4.898,59.178
817,25-06-23 01:20:00 -0500,1,-3.954,56.756
818,25-06-23 01:25:00 -0500,1,-3.439,54.601
819,25-06-23 01:30:00 -0500,1,-4.126,57.095
820,25-06-23 01:35:00 -0500,1,-4.619,57.685
821,25-06-23 01:40:00 -0500,1,-5.52,61.161
822,25-06-23 01:45:00 -0500,1,-6.056,63.372
823,25-06-23 01:50:00 -0500,1,-6.185,64.269
824,25-06-23 01:55:00 -0500,1,-4.641,59.06
825,25-06-23 02:00:00 -0500,1,-4.748,59.452
826,25-06-23 02:05:00 -0500,1,-4.662,58.976
827,25-06-23 02:10:00 -0500,1,-5.52,62.872
828,25-06-23 02:15:00 -0500,1,-5.649,63.893
829,25-06-23 02:20:00 -0500,1,-5.391,63.732
830,25-06-23 02:25:00 -0500,1,-6.742,68.797
831,25-06-23 02:30:00 -0500,1,-8.008,72.979
832,25-06-23 02:35:00 -0500,1,-7.343,70.43
833,25-06-23 02:40:00 -0500,1,-7,68.559
834,25-06-23 02:45:00 -0500,1,-7.75,72.839
835,25-06-23 02:50:00 -0500,1,-7.901,72.848
836,25-06-23 02:55:00 -0500,1,-7.429,71.286
837,25-06-23 03:00:00 -0500,1,-6.914,68.498
838,25-06-23 03:05:00 -0500,1,-6.957,68.774
839,25-06-23 03:10:00 -0500,1,-8.308,73.497
840,25-06-23 03:15:00 -0500,1,-7.943,73.831
841,25-06-23 03:20:00 -0500,1,-8.673,75.315
842,25-06-23 03:25:00 -0500,1,-8.909,78.547
843,25-06-23 03:30:00 -0500,1,-8.737,77.066
844,25-06-23 03:35:00 -0500,1,-7.45,72.009
845,25-06-23 03:40:00 -0500,1,-7.943,72.844
846,25-06-23 03:45:00 -0500,1,-7.965,72.75
847,25-06-23 03:50:00 -0500,1,-8.137,72.871
848,25-06-23 03:55:00 -0500,1,-7.815,72.723
849,25-06-23 04:00:00 -0500,1,-7.171,69.209
850,25-06-23 04:05:00 -0500,1,-6.421,66.421
851,25-06-23 04:10:00 -0500,1,-7.622,70.317
852,25-06-23 04:15:00 -0500,1,-8.115,73.283
853,25-06-23 04:20:00 -0500,1,-7.579,70.976
854,25-06-23 04:25:00 -0500,1,-8.351,74.354
855,25-06-23 04:30:00 -0500,1,-7.75,72.967
856,25-06-23 04:35:00 -0500,1,-8.265,73.535
857,25-06-23 04:40:00 -0500,1,-7.536,72.894
858,25-06-23 04:45:00 -0500,1,-7.429,70.729
859,25-06-23 04:50:00 -0500,1,-8.759,75.686
860,25-06-23 04:55:00 -0500,1,-9.316,78.653
861,25-06-23 05:00:00 -0500,1,-9.552,80.288
862,25-06-23 05:05:00 -0500,1,-9.96,82.96
863,25-06-23 05:10:00 -0500,1,-9.788,82.649
864,25-06-23 05:15:00 -0500,1,-9.724,80.868
865,25-06-23 05:20:00 -0500,1,-10.088,83.83
866,25-06-23 05:25:00 -0500,1,-10.196,84.594
867,25-06-23 05:30:00 -0500,1,-10.153,84.443
868,25-06-23 05:35:00 -0500,1,-10.26,84.892
869,25-06-23 05:40:00 -0500,1,-9.745,82.609
870,25-06-23 05:45:00 -0500,1,-10.045,83.96
871,25-06-23 05:50:00 -0500,1,-9.381,81.628
872,25-06-23 05:55:00 -0500,1,-8.737,79.3
873,25-06-23 06:00:00 -0500,1,-9.08,79.368
874,25-06-23 06:05:00 -0500,2,-9.702,81.303
875,25-06-23 06:10:00 -0500,4,-9.423,81.488
876,25-06-23 06:15:00 -0500,6,-9.187,81.541
877,25-06-23 06:20:00 -0500,8,-8.072,76.867
878,25-06-23 06:25:00 -0500,11,-7.322,72.343
879,25-06-23 06:30:00 -0500,13,-8.93,77.592
880,25-06-23 06:35:00 -0500,14,-9.059,79.055
881,25-06-23 06:40:00 -0500,71,-8.48,79.359
882,25-06-23 06:45:00 -0500,111,1.258,45.922
883,25-06-23 06:50:00 -0500,123,6.384,33.797
884,25-06-23 06:55:00 -0500,142,8.228,30.268
885,25-06-23 07:00:00 -0500,158,10.931,28.113
886,25-06-23 07:05:00 -0500,176,13.376,27.088
887,25-06-23 07:10:00 -0500,192,15.113,25.71
888,25-06-23 07:15:00 -0500,211,12.218,27.422
889,25-06-23 07:20:00 -0500,226,12.196,24.918
890,25-06-23 07:25:00 -0500,241,16.614,23.005
891,25-06-23 07:30:00 -0500,262,14.062,26.249
892,25-06-23 07:35:00 -0500,278,12.904,28.066
893,25-06-23 07:40:00 -0500,286,12.26,28.745
894,25-06-23 07:45:00 -0500,311,10.823,31.354
895,25-06-23 07:50:00 -0500,313,9.665,34.209
896,25-06-23 07:55:00 -0500,337,10.931,32.296
897,25-06-23 08:00:00 -0500,357,13.569,28.185
898,25-06-23 08:05:00 -0500,372,17.065,23.293
899,25-06-23 08:10:00 -0500,384,16.271,23.566
900,25-06-23 08:15:00 -0500,404,15.092,25.284
901,25-06-23 08:20:00 -0500,419,16.228,22.785
902,25-06-23 08:25:00 -0500,434,17.279,21.668
903,25-06-23 08:30:00 -0500,446,15.971,23.471
904,25-06-23 08:35:00 -0500,464,18.459,21.283
905,25-06-23 08:40:00 -0500,484,20.647,18.357
906,25-06-23 08:45:00 -0500,472,18.03,21.318
907,25-06-23 08:50:00 -0500,487,20.925,19.159
908,25-06-23 08:55:00 -0500,529,19.639,19.881
909,25-06-23 09:00:00 -0500,523,20.153,20.481
910,25-06-23 09:05:00 -0500,511,24.207,18.376
911,25-06-23 09:10:00 -0500,526,26.137,17.038
912,25-06-23 09:15:00 -0500,546,27.81,15.314
913,25-06-23 09:20:00 -0500,559,25.966,16.681
914,25-06-23 09:25:00 -0500,568,26.695,18.033
915,25-06-23 09:30:00 -0500,594,27.124,17.56
916,25-06-23 09:35:00 -0500,608,21.483,20.931
917,25-06-23 09:40:00 -0500,618,22.298,22.701
918,25-06-23 09:45:00 -0500,597,19.531,23.902
919,25-06-23 09:50:00 -0500,627,18.845,25.11
920,25-06-23 09:55:00 -0500,637,25.773,20.423
921,25-06-23 10:00:00 -0500,658,20.904,26.509
922,25-06-23 10:05:00 -0500,659,19.295,26.804
923,25-06-23 10:10:00 -0500,647,18.459,26.271
924,25-06-23 10:15:00 -0500,674,19.038,29
925,25-06-23 10:20:00 -0500,691,18.802,25.164
926,25-06-23 10:25:00 -0500,703,19.231,24.552
927,25-06-23 10:30:00 -0500,609,18.652,23.069
928,25-06-23 10:35:00 -0500,696,19.639,19.155
929,25-06-23 10:40:00 -0500,683,19.746,21.75
930,25-06-23 10:45:00 -0500,717,20.647,21.959
931,25-06-23 10:50:00 -0500,719,21.569,21.059
932,25-06-23 10:55:00 -0500,728,20.432,18.903
933,25-06-23 11:00:00 -0500,613,20.046,19.542
934,25-06-23 11:05:00 -0500,682,19.66,18.422
935,25-06-23 11:10:00 -0500,724,21.269,16.567
936,25-06-23 11:15:00 -0500,724,20.968,16.358
937,25-06-23 11:20:00 -0500,731,21.655,17.992
938,25-06-23 11:25:00 -0500,686,21.247,17.954
939,25-06-23 11:30:00 -0500,724,21.076,16.619
940,25-06-23 11:35:00 -0500,721,21.14,15.401
941,25-06-23 11:40:00 -0500,719,21.376,15.619
942,25-06-23 11:45:00 -0500,719,21.933,17.317
943,25-06-23 11:50:00 -0500,721,23.928,15.195
944,25-06-23 11:55:00 -0500,713,23.692,14.823
945,25-06-23 12:00:00 -0500,722,20.368,18.526
946,25-06-23 12:05:00 -0500,716,21.29,19.429
947,25-06-23 12:10:00 -0500,719,21.998,18.476
948,25-06-23 12:15:00 -0500,699,22.169,19.1
949,25-06-23 12:20:00 -0500,704,21.933,18.55
950,25-06-23 12:25:00 -0500,703,23.156,16.33
951,25-06-23 12:30:00 -0500,706,24.657,15.79
952,25-06-23 12:35:00 -0500,716,22.941,18.279
953,25-06-23 12:40:00 -0500,633,23.285,13.428
954,25-06-23 12:45:00 -0500,669,21.504,17.713
955,25-06-23 12:50:00 -0500,673,23.199,16.32
956,25-06-23 12:55:00 -0500,667,22.598,15.209
957,25-06-23 13:00:00 -0500,663,21.891,16.307
958,25-06-23 13:05:00 -0500,641,21.719,15.717
959,25-06-23 13:10:00 -0500,639,23.907,17.624
960,25-06-23 13:15:00 -0500,629,21.805,17.603
961,25-06-23 13:20:00 -0500,619,21.462,18.206
962,25-06-23 13:25:00 -0500,596,21.762,18
963,25-06-23 13:30:00 -0500,597,22.019,18.389
964,25-06-23 13:35:00 -0500,564,22.941,16.658
965,25-06-23 13:40:00 -0500,582,20.797,18.038
966,25-06-23 13:45:00 -0500,571,21.161,18.842
967,25-06-23 13:50:00 -0500,559,21.912,18.381
968,25-06-23 13:55:00 -0500,549,21.183,18.106
969,25-06-23 14:00:00 -0500,536,20.99,17.704
970,25-06-23 14:05:00 -0500,534,21.933,16.768
971,25-06-23 14:10:00 -0500,521,21.44,17.276
972,25-06-23 14:15:00 -0500,522,21.29,17.51
973,25-06-23 14:20:00 -0500,496,21.226,18.201
974,25-06-23 14:25:00 -0500,342,20.218,18.48
975,25-06-23 14:30:00 -0500,369,19.295,17.873
976,25-06-23 14:35:00 -0500,447,21.183,16.736
977,25-06-23 14:40:00 -0500,439,21.869,16.239
978,25-06-23 14:45:00 -0500,423,21.44,15.076
979,25-06-23 14:50:00 -0500,409,20.496,15.625
980,25-06-23 14:55:00 -0500,398,21.869,15.605
981,25-06-23 15:00:00 -0500,381,22.234,14.879
982,25-06-23 15:05:00 -0500,364,19.982,15.468
983,25-06-23 15:10:00 -0500,338,20.346,17.157
